Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name,matched_ward,name,latitude,longitude,flood_count,flood_reported,Zone,primary_drain_km,secondary_drain_km,tertiary_drain_km,total_drain_km,drainage_index
20766177,Storm  Water Drain(SWD),Sewerage water left in SWD,38:00.0,Begur,Registered,1st Assignment Based on Ward Mapping,Sushmashri.S/AE,,,,,,,Mahadevapura,4.050782229,9.733690965,17.31059328,31.09506648,0.633237489
20766101,Storm  Water Drain(SWD),Sewerage water left in SWD,26:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,6.091981039,9.842332082,18.95458323,34.88889635,0.76096233
20766092,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Yelahanka,4.012658047,9.432818553,12.08162824,25.52710484,0.445783903
20766033,Storm  Water Drain(SWD),Sewerage water left in SWD,29:00.0,Bellandur,Registered,Forwarded Task,Prashanth/AE,,,,,,,Bommanahalli,4.096067481,9.66878429,11.37230178,25.13715355,0.432655622
20766016,Storm  Water Drain(SWD),Sewerage water left in SWD,14:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Dasarahalli,2.973063698,5.990653194,12.32333948,21.28705637,0.30303646
20765981,Storm  Water Drain(SWD),Sewerage water left in SWD,45:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Dasarahalli,1.902874756,3.521521729,7.235526887,12.65992337,0.012591388
20765804,Storm  Water Drain(SWD),Sewerage water left in SWD,17:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,5.701241422,9.333958876,8.890253931,23.92545423,0.391861989
20765770,Storm  Water Drain(SWD),Sewerage water left in SWD,17:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Yelahanka,2.94770734,8.694728944,11.22286134,22.86529763,0.356170264
20765766,Storm  Water Drain(SWD),Sewerage water left in SWD,07:00.0,Hemmigepura,Registered,Forwarded Task It is not possible to clear the garbage in this area because there is sewage water. We will clear it after the sewage water stops.,Aveesh/AE,,,,,,,Bommanahalli,1.609421849,9.340796056,9.662297144,20.61251505,0.280327038
20765751,Storm  Water Drain(SWD),Sewerage water left in SWD,44:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Mahadevapura,4.110983643,6.521616824,9.126066633,19.7586671,0.251580996
20765445,Storm  Water Drain(SWD),Sewerage water left in SWD,38:00.0,Uttarahalli,Registered,1st Assignment Based on Ward Mapping,Sushmashri.S/AE,,,,,,,East,3.062664076,6.275803028,11.97133177,21.30979887,0.303802119
20763969,Storm  Water Drain(SWD),Sewerage water left in SWD,10:00.0,Pulikeshi Nagar,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Pulikeshi Nagar,Magadi Police station,12.97449084,77.55151009,5,1,Bommanahalli,5.73206363,5.878319293,6.536688168,18.14707109,0.197324255
20763969,Storm  Water Drain(SWD),Sewerage water left in SWD,10:00.0,Pulikeshi Nagar,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Pulikeshi Nagar,Pulakeshinagara,12.99684055,77.60990363,5,1,West,6.951214316,7.767740668,7.473471201,22.19242618,0.333517061
20763903,Storm  Water Drain(SWD),Sewerage water left in SWD,11:00.0,Shanthi Nagar,Registered,1st Assignment Based on Ward Mapping,Vikranth/AE,Shanthi Nagar,Shanthi Nagar,12.95425882,77.59323949,4,1,Dasarahalli,4.493511805,6.875503448,14.87476838,26.24378363,0.469911945
20763903,Storm  Water Drain(SWD),Sewerage water left in SWD,11:00.0,Shanthi Nagar,Registered,1st Assignment Based on Ward Mapping,Vikranth/AE,Shanthi Nagar,Yeshwanthpur Railway station,13.02377675,77.55037723,4,1,Mahadevapura,2.954666541,7.495448133,10.69050029,21.14061497,0.298106295
20763802,Storm  Water Drain(SWD),Sewerage water left in SWD,13:00.0,Kodigehalli,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,,,,,,,Bommanahalli,1.569554774,6.420725444,10.90016475,18.89044497,0.222351026
20763767,Storm  Water Drain(SWD),Sewerage water left in SWD,50:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,7.569911376,14.86515249,19.55400381,41.98906767,1
20763371,Storm  Water Drain(SWD),Sewerage water left in SWD,45:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,4.56910489,11.05774819,11.71031609,27.33716918,0.506722371
20763117,Storm  Water Drain(SWD),Sewerage water left in SWD,14:00.0,Bellandur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,South,6.629939577,6.26642773,20.52693911,33.42330641,0.711621098
20763012,Storm  Water Drain(SWD),Sewerage water left in SWD,06:00.0,Padmanabha Nagar,Registered,Forwarded Task,Aveesh/AE,,,,,,,South,6.614461883,5.115151017,18.16268546,29.89229836,0.592744539
20762826,Storm  Water Drain(SWD),Sewerage water left in SWD,23:00.0,Shanthala Nagar,Registered,1st Assignment Based on Ward Mapping,Santosh kumar B/AEE,,,,,,,Rajarajeshwari Nagar,4.626736876,4.243584405,6.187991576,15.05831286,0.093336684
20762671,Storm  Water Drain(SWD),Sewerage water left in SWD,25:00.0,Pulikeshi Nagar,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Pulikeshi Nagar,Magadi Police station,12.97449084,77.55151009,5,1,West,3.390024017,6.713619555,13.58898587,23.69262944,0.384023601
20762671,Storm  Water Drain(SWD),Sewerage water left in SWD,25:00.0,Pulikeshi Nagar,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Pulikeshi Nagar,Pulakeshinagara,12.99684055,77.60990363,5,1,Yelahanka,3.448469097,5.285450986,18.35600898,27.08992907,0.498398671
20762644,Storm  Water Drain(SWD),Sewerage water left in SWD,03:00.0,Domlur,Registered,1st Assignment Based on Ward Mapping,Vikranth/AE,Domlur,Dommlur,12.96093324,77.63873905,2,1,Bommanahalli,5.330115022,5.14925268,18.04533328,28.52470099,0.546702369
20762441,Storm  Water Drain(SWD),Sewerage water left in SWD,03:00.0,A.Narayanapura,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,2.926149023,5.888213765,11.95936927,20.77373206,0.285754645
20762343,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Rajarajeshwari Nagar,Registered,1st Assignment Based on Ward Mapping,Aveesh/AE,,,,,,,Yelahanka,2.413565184,5.386988762,14.74239489,22.54294884,0.34531792
20761782,Road Maintenance(Engg),Road side drains,35:00.0,Hebbal,ReOpen,Not drainage work done,Madhav rao/AEE,,,,,,,Rajarajeshwari Nagar,3.471524924,9.07897526,7.045725104,19.59622529,0.246112154
20761658,Storm  Water Drain(SWD),Sewerage water left in SWD,27:00.0,Begur,Registered,Forwarded Task,Sushmashri.S/AE,,,,,,,Dasarahalli,4.570157187,3.481402474,14.90991999,22.96147965,0.359408372
20761394,Storm  Water Drain(SWD),Sewerage water left in SWD,11:00.0,Hemmigepura,Registered,Forwarded Task,Aveesh/AE,,,,,,,Dasarahalli,3.705707268,6.147068337,7.163051354,17.01582696,0.159239264
20761360,Storm  Water Drain(SWD),Sewerage water left in SWD,39:00.0,Hanumantha Nagar,Registered,1st Assignment Based on Ward Mapping,PRAVEEN M N/AE,Hanumantha Nagar,Bapujinagar,12.95677066,77.5397293,1,1,Rajarajeshwari Nagar,3.523238563,5.917579375,15.6171861,25.05800404,0.429990938
20760719,Solid Waste (Garbage) Related,Garbage vehicle not arrived,32:00.0,Hemmigepura,ReOpen,"I am writing to bring to your attention the issue of irregular or completely halted garbage collection in our area.

For the past week garbage has not been collected, leading to an unhygienic environment and posing serious health risks to residents. The garbage bins are overflowing, and waste is being scattered on the streets, attracting stray animals and pests.

We kindly request that the concerned department take immediate action to resume regular garbage collection services and maintain cleanliness in our neighborhood.

Looking forward to your prompt response",Manohara H M/Division Supervisor,,,,,,,Dasarahalli,1.549835378,8.894271701,11.42639582,21.8705029,0.322679042
20760398,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Kadugodi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,South,4.836536856,5.202330668,15.58179669,25.62066421,0.448933717
20760180,Storm  Water Drain(SWD),Sewerage water left in SWD,34:00.0,Begur,Registered,1st Assignment Based on Ward Mapping,Sushmashri.S/AE,,,,,,,Bommanahalli,5.955242325,6.733916993,12.53677852,25.22593783,0.435644675
20760018,Storm  Water Drain(SWD),Sewerage water left in SWD,45:00.0,Vijanapura,Registered,Forwarded Task,Prashanth/AE,Vijanapura,Okalipuram Junction,12.98268708,77.56892995,1,1,Rajarajeshwari Nagar,1.846327659,9.551557816,7.748901419,19.1467869,0.230981152
20760018,Storm  Water Drain(SWD),Sewerage water left in SWD,45:00.0,Vijanapura,Registered,Forwarded Task,Prashanth/AE,Vijanapura,Ejipura,12.9383923,77.63082013,1,1,Bommanahalli,3.832483436,10.24130344,8.250732408,22.32451929,0.337964169
20759879,Storm  Water Drain(SWD),Sewerage water left in SWD,13:00.0,Someshwara,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Yelahanka,5.811390745,10.53657657,9.398612443,25.74657976,0.453172848
20759673,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Thanisandra,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,6.444611707,7.57902827,11.16945046,25.19309043,0.434538819
20759631,Storm  Water Drain(SWD),Sewerage water left in SWD,59:00.0,Shanthala Nagar,Registered,1st Assignment Based on Ward Mapping,Santosh kumar B/AEE,,,,,,,South,5.254780279,5.702544493,18.06499564,29.02232041,0.563455456
20759549,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Hoodi,Registered,Forwarded Task,Prashanth/AE,Hoodi,KH Road,12.9554637,77.59203197,3,1,Mahadevapura,4.350433153,8.180502539,9.766490584,22.29742628,0.337052043
20759549,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Hoodi,Registered,Forwarded Task,Prashanth/AE,Hoodi,Cox town,12.99544161,77.62340844,3,1,South,3.533404871,12.14969591,7.635826676,23.31892746,0.371442377
20759486,Storm  Water Drain(SWD),Sewerage water left in SWD,56:00.0,Shanthala Nagar,Registered,1st Assignment Based on Ward Mapping,Santosh kumar B/AEE,,,,,,,Rajarajeshwari Nagar,2.445008193,6.868958805,15.90858406,25.22255106,0.435530654
20759003,Storm  Water Drain(SWD),Sewerage water left in SWD,15:00.0,Kodigehalli,Registered,Forwarded Task,Prashanth/AE,,,,,,,Mahadevapura,4.799316853,7.501288826,16.11705203,28.41765771,0.543098601
20758655,Storm  Water Drain(SWD),Sewerage water left in SWD,34:00.0,Garudacharpalya,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,Garudacharpalya,Shankarappa Garden Gopalapura,12.92167131,77.52301105,3,1,East,6.860680368,7.799790937,23.77178881,38.43226012,0.880254863
20758655,Storm  Water Drain(SWD),Sewerage water left in SWD,34:00.0,Garudacharpalya,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,Garudacharpalya,Rudrappa Garden,12.95996374,77.61799567,3,1,Rajarajeshwari Nagar,4.681582042,8.251704066,16.19373144,29.12701755,0.566980239
20758537,Storm  Water Drain(SWD),Sewerage water left in SWD,12:00.0,Benniganahalli,Closed,Kindly contact concern department,Vikranth/AE,Benniganahalli,"Bhovi Colony, near Sane Guruvanahalli Tank",13.01209705,77.67620738,8,1,West,6.731498984,6.183393737,9.860597313,22.77549003,0.35314676
20758480,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Benniganahalli,Closed,Kindly contact concern department,Vikranth/AE,Benniganahalli,"Bhovi Colony, near Sane Guruvanahalli Tank",13.01209705,77.67620738,8,1,Bommanahalli,3.801040795,6.177594273,11.05208574,21.03072081,0.294406547
20758084,Storm  Water Drain(SWD),Sewerage water left in SWD,40:00.0,Vignana Nagar,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,5.009097768,9.254364386,20.89005409,35.15351624,0.769871147
20758074,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Kottigepalya,Registered,1st Assignment Based on Ward Mapping,Aveesh/AE,,,,,,,Bommanahalli,5.092328305,7.55707784,14.87426288,27.52366903,0.513001162
20758022,Road Maintenance(Engg),Debris Removal / Construction Material,46:00.0,Begur,ReOpen,Drainage cleaning waste dumped in frent of house its already one month complete no one action to clean this request to please clean as soon possible why closing this  complaint without cleaning???,Rajanna/EE,,,,,,,Dasarahalli,3.539870151,4.454458394,6.369738245,14.36406679,0.069963873
20757879,Storm  Water Drain(SWD),Sewerage water left in SWD,42:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,5.590621137,5.533531423,19.68224681,30.80639937,0.623519088
20757303,Storm  Water Drain(SWD),Sewerage water left in SWD,55:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,6.097280415,9.995580382,10.63394075,26.72680155,0.486173451
20756874,Storm  Water Drain(SWD),Sewerage water left in SWD,58:00.0,Varthur,Registered,Forwarded Task,Prashanth/AE,,,,,,,East,7.340032051,7.886305532,11.80489945,27.03123704,0.496422717
20756754,Storm  Water Drain(SWD),Sewerage water left in SWD,07:00.0,Thanisandra,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,3.625173847,9.731143993,15.41570867,28.77202651,0.555028945
20755852,Indira Canteen,Others,22:00.0,Marenahalli,Closed,It's drainage blocked informed to bwssb,Ramayya H.T(Incharge)/SHI,Marenahalli,Arekempannahalli Area,12.94626543,77.59310661,1,1,Mahadevapura,2.977448401,4.580539007,12.65598522,20.21397263,0.266909523
20755852,Indira Canteen,Others,22:00.0,Marenahalli,Closed,It's drainage blocked informed to bwssb,Ramayya H.T(Incharge)/SHI,Marenahalli,Marehahalli Tank,12.91530143,77.58843625,1,1,West,2.307502475,8.830260917,16.07531898,27.21308237,0.502544807
20755852,Indira Canteen,Others,22:00.0,Marenahalli,Closed,It's drainage blocked informed to bwssb,Ramayya H.T(Incharge)/SHI,Marenahalli,K R Garden,12.95401524,77.65615602,1,1,Bommanahalli,4.102260634,7.744420744,7.166457177,19.01313856,0.226481685
20755458,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Hoysala Nagar,Closed,Kindly contact concern department,Vikranth/AE,Hoysala Nagar,Jayanagar 3rd Block LIC Colony,12.92976807,77.58953084,3,1,Bommanahalli,1.661740232,4.138676526,17.187626,22.98804276,0.360302658
20755370,Storm  Water Drain(SWD),Sewerage water left in SWD,33:00.0,Singasandra,Registered,1st Assignment Based on Ward Mapping,Sushmashri.S/AE,Singasandra,Srinvas nagar,12.93558223,77.55477819,1,1,Rajarajeshwari Nagar,3.115832271,5.437927808,8.134880471,16.68864055,0.148224054
20753754,Storm  Water Drain(SWD),Sewerage water left in SWD,55:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,3.941900856,4.758110077,7.651315246,16.35132618,0.136867872
20753742,Storm  Water Drain(SWD),Sewerage water left in SWD,40:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Rajarajeshwari Nagar,2.417510883,3.661937308,15.02066628,21.10011447,0.296742787
20753554,Storm  Water Drain(SWD),Sewerage water left in SWD,20:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,4.158749673,11.17470174,18.1845566,33.51800802,0.714809366
20753518,Storm  Water Drain(SWD),Sewerage water left in SWD,49:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Mahadevapura,1.52810105,5.756476915,15.85931865,23.14389661,0.365549707
20753510,Storm  Water Drain(SWD),Sewerage water left in SWD,42:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Yelahanka,1.779271306,10.47899557,17.40941862,29.66768549,0.585182617
20753486,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Rajarajeshwari Nagar,4.508142187,4.905164256,12.44042389,21.85373033,0.322114369
20753473,Storm  Water Drain(SWD),Sewerage water left in SWD,04:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,South,3.536972271,10.04277314,14.75988901,28.33963442,0.540471832
20753464,Storm  Water Drain(SWD),Sewerage water left in SWD,54:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Dasarahalli,1.657417846,7.561367159,5.687264951,14.90604996,0.08821053
20753317,Storm  Water Drain(SWD),Sewerage water left in SWD,51:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,5.13345956,10.95638741,14.94370462,31.03355159,0.631166501
20752987,Storm  Water Drain(SWD),Sewerage water left in SWD,18:00.0,Dharmarayaswamy Temple Ward,Closed,Desilting work is being done regularly,Ranjitha G/AE,,,,,,,Bommanahalli,4.964970989,7.286821414,10.75177859,23.00357099,0.360825439
20752766,Storm  Water Drain(SWD),Sewerage water left in SWD,59:00.0,Kottigepalya,Closed,Bwssb complaints,Aveesh/AE,,,,,,,West,2.965433548,8.206568227,11.17423289,22.34623467,0.338695249
20752711,Storm  Water Drain(SWD),Sewerage water left in SWD,07:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Yelahanka,4.589874284,6.790946132,16.23851355,27.61933396,0.516221862
20752125,Storm  Water Drain(SWD),Sewerage water left in SWD,05:00.0,J.P.Park,Registered,1st Assignment Based on Ward Mapping,Aveesh/AE,,,,,,,Bommanahalli,1.884063592,10.72146858,12.32241562,24.9279478,0.425612404
20751798,Storm  Water Drain(SWD),Sewerage water left in SWD,22:00.0,Benniganahalli,Closed,Kindly contact concern department,Vikranth/AE,Benniganahalli,"Bhovi Colony, near Sane Guruvanahalli Tank",13.01209705,77.67620738,8,1,West,2.079081294,11.97557467,8.440007103,22.49466307,0.343692308
20751744,Storm  Water Drain(SWD),Sewerage water left in SWD,32:00.0,J.P.Nagar,Closed,Desilting of drain is being carried out regularly,Ranjitha G/AE,,,,,,,Dasarahalli,3.112876674,8.790161464,7.04586866,18.9489068,0.224319229
20750426,Storm  Water Drain(SWD),Sewerage water left in SWD,20:00.0,Vidyaranyapura,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Dasarahalli,3.146286438,3.745783341,11.76923939,18.66130917,0.214636833
20749495,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Hemmigepura,Registered,Forwarded Task,Aveesh/AE,,,,,,,Dasarahalli,3.494747645,7.385204851,5.576534767,16.45648726,0.140408274
20749484,Storm  Water Drain(SWD),Sewerage water left in SWD,42:00.0,Hagadooru,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,West,5.720893202,12.94506411,20.22346578,38.8894231,0.895645924
20749391,Storm  Water Drain(SWD),Sewerage water left in SWD,59:00.0,Hagadooru,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,5.891334358,5.109247996,12.31311822,23.31370057,0.371266406
20748882,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Marathalli,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Dasarahalli,3.058681254,3.398977604,9.701983089,16.15964195,0.130414541
20748782,Storm  Water Drain(SWD),Sewerage water left in SWD,16:00.0,Thanisandra,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Mahadevapura,2.756417186,8.687844545,12.64965264,24.09391437,0.397533446
20748577,Storm  Water Drain(SWD),Sewerage water left in SWD,50:00.0,Sanjay Nagar,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,Rajarajeshwari Nagar,4.40122616,6.984075236,14.31272467,25.69802607,0.451538217
20748552,Storm  Water Drain(SWD),Sewerage water left in SWD,11:00.0,Rajarajeshwari Nagar,Registered,1st Assignment Based on Ward Mapping,Aveesh/AE,,,,,,,West,3.262494157,12.07645899,12.52148088,27.86043403,0.524338849
20748160,Road Infrastructure,Road Infrastructure,04:00.0,Nagapura,Registered,Drainage problem,Deepthi Priya/AE,,,,,,,West,4.170445672,5.75795139,17.57364713,27.5020442,0.51227313
20746894,Storm  Water Drain(SWD),Sewerage water left in SWD,36:00.0,Thanisandra,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,1.853053716,9.714504839,13.21308254,24.7806411,0.420653108
20746367,veterinary,Mutton/Chicken/fish stall Unhygienic maintenance,22:00.0,Pattabhiram Nagar,Non Relevant,Drainage leakage complaint  doesn't come under Animal husbandry dept  please contact  BWSSB sir,BBMP Whatsapp/Customer Support Representative,,,,,,,West,1.936894014,6.31464588,11.28553253,19.53707243,0.244120686
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.96874617,77.56808279,2,1,West,6.998301439,5.972903486,20.64303879,33.61424372,0.718049282
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.96874617,77.56808279,2,1,Dasarahalli,4.209528434,3.985594788,12.93374542,21.12886864,0.297710838
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.97424037,77.5717029,2,1,Bommanahalli,4.631883927,9.859310402,14.39526089,28.88645522,0.558881356
